NM_016868	1.17090732933218	1205	1350	1
NM_016869	1.0033374804233	175	168	1
NM_001113806	1.67222913403884	15	24	1
NM_001033128	0.874957993643034	2131	1784	1
NM_001033126	1.56771481316141	2	3	1
NM_016863	1.01956278058749	286	279	1
NM_001033124	0.994774861363467	83	79	1
NM_016861	0.855799179843774	9334	7643	1
NM_001033122	1.8812577757937	5	9	1
NM_016867	1.63050068060164	541	844	1
NM_001040682	1.04777647460641	3969	3979	1
NM_016865	1.18435915039357	1021	1157	1
NM_177327	0.933790136095573	12868	11497	1
NM_001080820	0.591828082076999	1411	799	1
NM_177325	1.21151664137288	10384	12037	1
NM_177636	1.04514320877428	2	2	1
NM_177323	0.773288908047675	3214	2378	1
NM_177322	1.35542009887914	64	83	1
NM_177321	0.627085925264565	5	3	1
NM_177320	1.15173005159545	353	389	1
NM_021426	1.30317649060859	482	601	1
NM_027702	1.04514320877428	2	2	1
NM_177639	1.05827695620208	6207	6285	1
NM_177638	1.14675435407177	72	79	1
NM_025515	0.933337191091446	1290	1152	1
NM_177328	0.828547919354086	1105	876	1
NM_011078	0.956563121912744	2053	1879	1
NM_011079	1.18281513423434	539	610	1
NM_011074	0.914371595459661	1015	888	1
NM_011075	1.28582745587999	2879	3542	1
NM_011076	0.889694124184677	5809	4945	1
NM_011077	1.20569231614623	332	383	1
NM_011070	1.35042172537698	3718	4804	1
NM_008666	1.19862577789497	143	164	1
NM_011072	0.99753222376885	3183	3038	1
NM_011073	0.487733497427995	15	7	1
NM_134072	1.43707191206463	8	11	1
NM_134073	1.00000549657751	2547	2437	1
NM_134071	0.972070870965447	5006	4656	1
NM_134076	1.19511891586296	446	510	1
NM_134077	0.963663189093326	22909	21123	1
NM_134074	1.12988806291192	8041	8693	1
NM_134078	0.99168791238194	567	538	1
NM_134079	0.926535874980503	18681	16561	1
NM_025516	1.11148163998989	835	888	1
NM_016860	0.930034843675354	1026	913	1
NM_007451	1.06654089443056	1563	1595	1
NM_007450	1.36783719489352	434	568	1
NM_007453	1.26976734249303	18751	22781	1
NM_007452	1.07998131573342	660	682	1
NM_133226	0.74400025031389	59	42	1
NM_007454	0.962045756929107	4880	4492	1
NM_007457	1.21408416580902	365	424	1
NM_007456	0.782509580040282	1357	1016	1
NM_007459	1.05466968635293	9435	9521	1
NM_007458	1.07120769599228	2446	2507	1
NM_133228	0.973802375410843	293	273	1
NM_133229	1.16127023197142	45	50	1
NM_144938	1.04514320877428	44	44	1
NM_144939	1.1067391013066	526	557	1
NM_030614	0.391928703290353	8	3	1
NM_026298	0.847278493609019	2303	1867	1
NM_001024837	0.97623266753641	3640	3400	1
NM_030611	1.04514320877428	2	2	1
NM_030610	0.298612345364079	14	4	1
NM_030612	1.3935242783657	2448	3264	1
NM_026293	3.13542962632282	3	9	1
NM_026290	1.04514320877428	93	93	1
NM_026291	0.348381069591425	9	3	1
NM_026296	0.999898914022142	231	221	1
NM_001142581	1.04808065455498	1779	1784	1
NM_001142580	1.04808065455498	1779	1784	1
NM_027089	1.21371469406045	31	36	1
NM_177635	0.522571604387138	4	2	1
NM_153744	0.83611456701942	20	16	1
NM_028528	1.04514320877428	2	2	1
NM_001008785	1.08268917643109	1531	1586	1
NM_028526	0.522571604387138	4	2	1
NM_028524	0.41805728350971	5	2	1
NM_028525	1.46320049228399	5	7	1
NM_028523	1.02151184372662	6236	6095	1
NM_028521	1.0391481234467	523	520	1
NM_001083334	1.32629284388314	342	434	1
NM_025920	1.00197144860912	3244	3110	1
NM_025923	0.793763472460853	4906	3726	1
NM_025922	1.21750015899319	1140	1328	1
NM_001083331	1.05003937515772	8325	8364	1
NM_025927	1.07528304685598	1179	1213	1
NM_025926	0.871602638660636	536	447	1
NM_025929	1.04514320877428	2	2	1
NM_025928	1.08314098767029	2558	2651	1
NM_054088	0.9224988526426	1568	1384	1
NM_054089	0.941673206643453	7606	6853	1
