NM_139218	3.96365632006848	53	201	1
NM_023063	1.40844024602281	7474	10072	1
NM_028016	1.41556224897244	1154	1563	1
NM_011443	1.27752528937275	2721	3326	1
NM_028034	1.43707191206463	4632	6369	1
NM_023063	1.40844024602281	7474	10072	1
NM_020572	0.398149793818771	21	8	1
NM_021099	0.900292579613198	11494	9901	1
NM_148935	0.602231909933957	656	378	1
NM_028016	1.41556224897244	1154	1563	1
NM_001013365	1.13328781674319	83	90	1
NM_133204	1.18806877578614	117	133	1
NM_008052	1.31982097683818	917	1158	1
NM_028016	1.41556224897244	1154	1563	1
NM_011461	1.53505408788722	64	94	1
NM_008001	1.26115301985229	8743	10550	1
NM_007919	0.979821758225883	64	60	1
NM_172658	1.10499981028746	1781	1883	1
NM_013495	1.24626389172865	8247	9834	1
NM_053254	1.2406376219263	278	330	1
NM_011776	1.30991282166376	75	94	1
NM_053079	1.05529570621515	1853	1871	1
NM_027622	1.63833259753805	37	58	1
NM_011776	1.30991282166376	75	94	1
NM_177003	1.01168467182216	6591	6380	1
NM_172658	1.10499981028746	1781	1883	1
NM_013671	1.19123849602229	3534	4028	1
NM_029440	1.37690997996492	671	884	1
NM_023063	1.40844024602281	7474	10072	1
NM_011569	1.08408484275505	832	863	1
NM_010603	0.894297797198606	97	83	1
NM_011996	1.83358457679697	57	100	1
NM_007586	1.79296119436276	116	199	1
NM_007685	1.99202509022789	117	223	1
NM_013496	1.27355198949978	151	184	1
NM_001024468	0.86317738713128	17340	14321	1
NM_001033875	1.04514320877427	6	6	1
NM_177776	1.10186739920979	2211	2331	1
NM_133982	1.14015622775375	1023	1116	1
NM_019963	1.05637124682736	2234	2258	1
NM_021099	0.900292579613198	11494	9901	1
NM_152810	1.05715562240123	16531	16721	1
NM_009406	0.833289855644354	222	177	1
NM_023638	0.997859038642522	641	612	1
NM_028602	1.20881610483202	4157	4808	1
NM_145211	1.25417185052913	40	48	1
NM_001024468	0.86317738713128	17340	14321	1
NM_148935	0.602231909933957	656	378	1
NM_170673	1.22382576309194	1047	1226	1
NM_001033879	1.56771481316141	4	6	1
NM_031395	1.3935242783657	24	32	1
NM_025404	1.0992023402626	174	183	1
NM_177003	1.01168467182216	6591	6380	1
NM_009189	2.06504141250569	207	409	1
NM_146256	1.27604694094534	86	105	1
NM_008631	1.3935242783657	6	8	1
NM_023219	1.35591898979473	491	637	1
NM_001005423	1.06733716359051	19590	20006	1
NM_001037741	1.11628320869925	2380	2542	1
NM_011698	1.11997446477243	419	449	1
NM_010904	0.987435915038272	489	462	1
NM_008664	1.33168801878687	631	804	1
NM_008077	0.587104588030117	1077	605	1
NM_029203	1.04514320877428	2	2	1
NM_010898	0.956747390853814	25113	22989	1
NM_021542	1.12041120254954	8984	9631	1
NM_027622	1.63833259753805	37	58	1
NM_025290	0.683084360469099	433	283	1
NM_011040	0.571870812348188	636	348	1
NM_028841	1.48366483483341	572	812	1
NM_010419	2.09028641754855	5	10	1
NM_010420	2.87414382412926	4	11	1
NM_011885	1.92526380563682	76	140	1
NM_019516	1.02424034459879	50	49	1
NM_021273	1.11196384015493	610	649	1
NM_013541	1.35427007334131	71	92	1
NM_023279	0.744065256888842	1090	776	1
NM_139292	0.760550222347477	639	465	1
NM_013671	1.19123849602229	3534	4028	1
NM_019507	1.04514320877427	95	95	1
NM_130878	0.912181202924293	338	295	1
NM_177785	1.04514320877428	4	4	1
NM_029372	0.967937007305314	731	677	1
NM_026479	1.19231444706297	3217	3670	1
NM_170673	1.22382576309194	1047	1226	1
NM_201365	1.08409064587366	6494	6736	1
NM_172133	1.1297892279326	889	961	1
NM_139292	0.760550222347477	639	465	1
NM_025346	1.19302141806076	3555	4058	1
NM_015767	1.30404162800364	985	1229	1
NM_175017	0.915513043344908	516	452	1
NM_145210	1.19444938145631	7	8	1
NM_010134	0.859927956586429	158	130	1
NM_175286	1.19692749220622	241	276	1
NM_183088	1.02013978272704	418	408	1
NM_153106	0.503908332801883	56	27	1
NM_015767	1.30404162800364	985	1229	1
NM_023219	1.35591898979473	491	637	1
NM_007431	1.09694944453039	10430	10947	1
NM_134253	1.13313267809613	487	528	1
NM_175148	0.69676213918285	3	2	1
NM_013874	0.789728997641236	356	269	1
NM_170673	1.22382576309194	1047	1226	1
NM_145710	0.91450030767749	8	7	1
NM_023887	0.940826382834258	26460	23819	1
NM_001042541	1.26399242455059	6428	7774	1
NM_080575	1.4017324813176	3353	4497	1
NM_011148	1.41522670565172	610	826	1
NM_145974	1.27011471303586	1180	1434	1
NM_133893	1.04514320877427	27	27	1
NM_146252	0.945208246547798	4382	3963	1
NM_133249	1.30785930329428	4567	5715	1
NM_007413	1.10053434117793	717	755	1
NM_007970	1.2136037917675	3344	3883	1
NM_028973	3.61880836038093	240	831	1
NM_026571	1.21933374356999	30	35	1
NM_010134	0.859927956586429	158	130	1
NM_145142	1.27798524009614	1185	1449	1
NM_177823	1.05116551118209	1909	1920	1
NM_009647	1.07019934726821	10720	10977	1
NM_001033669	0.916897425128808	872	765	1
NM_178249	1.17578610987106	8	9	1
NM_023638	0.997859038642522	641	612	1
NM_013864	1.07693463717806	263	271	1
NM_008116	0.872595980910598	424	354	1
NM_007777	0.783857406580706	8	6	1
NM_001034910	0.870952673978563	6	5	1
NM_008124	0.980628195886974	162	152	1
NM_011932	0.850603885255066	2842	2313	1
NM_001039695	1.04514320877428	2	2	1
NM_199196	1.11840985275845	26761	28637	1
NM_029619	0.967169827344918	1394	1290	1
NM_010420	2.87414382412926	4	11	1
NM_001034037	1.28030043074849	40	49	1
NM_153106	0.503908332801883	56	27	1
NM_009647	1.07019934726821	10720	10977	1
NM_008600	1.14191572810523	54	59	1
NM_021882	0.994225975526298	390	371	1
NM_021882	0.994225975526298	390	371	1
NM_001001650	0.951306821608783	323	294	1
NM_133209	1.04514320877428	2	2	1
NM_175362	1.37810918679086	113	149	1
NM_181796	0.447918518046118	7	3	1
NM_008400	1.26177289204749	275	332	1
NM_019626	1.0551926627048	104	105	1
NM_001039566	0.731600246141993	10	7	1
NM_009546	1.01325413557555	7407	7181	1
NM_207204	1.05892118775742	10013	10145	1
NM_153587	0.929900422662034	13921	12386	1
NM_022017	1.64486326729099	359	565	1
NM_146028	1.02939561086253	1261	1242	1
NM_007431	1.09694944453039	10430	10947	1
NM_026671	1.56771481316141	2	3	1
NM_012013	0.69676213918285	3	2	1
NM_031396	1.27413815112019	2031	2476	1
NM_008120	1.80781528004199	74	128	1
NM_007777	0.783857406580706	8	6	1
NM_001037801	1.02138995402941	132	129	1
NM_007981	1.05921582711795	4159	4215	1
NM_001033638	0.995766364265254	127	121	1
NM_134246	1.27739725516856	27	33	1
NM_029835	1.13781561774876	13274	14451	1
