NM_011701	0.498771313494258	2525	1205	1
NM_013470	0.709597231220429	570	387	1
NM_009465	1.23014556986765	435	512	1
NM_008471	0.870952673978563	24	20	1
NM_010518	1.05266222466474	139	140	1
NM_007616	1.04514320877428	4	4	1
NM_145575	0.864916008263304	2395	1982	1
NM_010664	1.33810001729434	132	169	1
NM_146120	1.2754290005381	118	144	1
NM_021272	1.04514320877428	2	2	1
NM_007616	1.04514320877428	4	4	1
NM_146120	1.2754290005381	118	144	1
NM_152804	1.35520945604811	1473	1910	1
NM_028443	0.905790780937705	15	13	1
NM_152804	1.35520945604811	1473	1910	1
NM_008608	1.05862892759717	310	314	1
NM_130448	1.3935242783657	12	16	1
NM_011580	0.979134164009584	95	89	1
NM_015784	0.940628887896848	10	9	1
NM_008327	0.522571604387138	4	2	1
NM_054041	1.32591544208573	1247	1582	1
NM_011313	1.9294951546602	13	24	1
NM_010212	1.10533470247332	191	202	1
NM_009794	0.628096946506426	1654	994	1
NM_019919	0.806912036186021	3944	3045	1
NM_001025577	1.04514320877427	9	9	1
NM_029083	1.56389111849516	1640	2454	1
NM_025331	1.26910246779733	14	17	1
NM_009640	1.18347098640616	68	77	1
NM_026931	0.927564597787169	80	71	1
NM_175501	0.800187769217804	128	98	1
NM_033444	1.19652885461345	359	411	1
NM_134082	1.25662739991832	3405	4094	1
NM_176922	1.24874253515887	77	92	1
NM_026473	0.934968955679013	2419	2164	1
NM_007796	1.04514320877428	2	2	1
NM_013599	1.04514320877427	52	52	1
NM_007738	1.13290332554158	262	284	1
NM_010496	1.94000438752872	153	284	1
NM_026805	1.13440233374723	1288	1398	1
NM_022032	1.09303386793644	371	388	1
NM_010730	0.637714500269049	295	180	1
NM_009825	0.710697381966507	375	255	1
NM_024427	1.36421555004795	3459	4515	1
NM_024217	0.84704416920268	153	124	1
NM_029614	1.01965191099929	41	40	1
NM_009369	0.624665912045985	691	413	1
NM_010169	0.747978096101783	3095	2215	1
NM_019572	0.861812241118218	667	550	1
NM_025858	0.871493638372338	644	537	1
NM_010284	0.865551417085672	774	641	1
NM_026178	1.01458346582766	855	830	1
NM_011446	0.640889703493659	106	65	1
NM_008592	1.43707191206463	16	22	1
NM_001048177	0.8972632443089	1675	1438	1
NM_026840	0.756412998580518	695	503	1
NM_030725	1.12937863157101	335	362	1
NM_029614	1.01965191099929	41	40	1
NM_001001309	0.745789276459789	604	431	1
NM_009890	0.627085925264565	5	3	1
NM_009344	0.761996841456942	251	183	1
NM_024427	1.36421555004795	3459	4515	1
NM_021439	1.13007583973562	1329	1437	1
NM_053080	0.848232169439991	138	112	1
NM_007403	1.04734351026643	475	476	1
NM_133738	1.0886908424732	96	100	1
NM_029565	1.04671215633195	4663	4670	1
NM_007484	1.10385911937957	267	282	1
NM_020296	0.901129576346138	9507	8197	1
NM_013494	0.671877777069177	1260	810	1
NM_011766	0.730826065987345	675	472	1
NM_053080	0.848232169439991	138	112	1
NM_011141	1.03936893690259	181	180	1
NM_009707	1.08503417094123	262	272	1
NM_153790	1.41463828258336	198	268	1
NM_009643	0.764630234976794	8208	6005	1
NM_009755	1.02465020468066	153	150	1
NM_009851	0.732957574984557	77	54	1
NM_020043	1.19961121975129	1157	1328	1
NM_025831	0.82698224771945	206	163	1
NM_019958	0.999202847949032	182	174	1
NM_009984	1.25852070512919	11055	13312	1
